carrier,origin,dest,month,scheduled_flights,cancelled_flights
SG,MAA,BLR,2,47,2.382
SG,MAA,BLR,3,46,1.978
SG,MAA,BLR,4,44,2.413
SG,MAA,BLR,5,46,2.123
SG,MAA,BLR,6,49,2.802
SG,MAA,BLR,7,49,2.588
SG,MAA,BLR,8,42,2.507
SG,MAA,BLR,9,44,2.446
SG,MAA,BLR,10,43,2.752
SG,MAA,BLR,11,49,3.199
SG,MAA,BLR,12,41,2.202
SG,BOM,GOI,1,41,1.953
SG,BOM,GOI,2,41,2.096
SG,BOM,GOI,3,37,1.972
SG,BOM,GOI,4,40,2.185
SG,BOM,GOI,5,37,2.067
SG,BOM,GOI,6,39,3.069
SG,BOM,GOI,7,36,2.822
SG,BOM,GOI,8,38,3.422
SG,BOM,GOI,9,42,3.038
SG,BOM,GOI,10,42,1.933
SG,BOM,GOI,11,43,2.154
SG,BOM,GOI,12,38,1.91
SG,GOI,BOM,1,40,2.131
SG,GOI,BOM,2,42,2.069
SG,GOI,BOM,3,40,2.124
SG,GOI,BOM,4,41,1.963
SG,GOI,BOM,5,42,2.288
SG,GOI,BOM,6,42,3.732
SG,GOI,BOM,7,41,3.113
SG,GOI,BOM,8,40,3.37
SG,GOI,BOM,9,37,2.842
SG,GOI,BOM,10,43,2.387
SG,GOI,BOM,11,38,1.934
SG,GOI,BOM,12,41,1.965
SG,DEL,CCU,1,35,2.654
SG,DEL,CCU,2,35,1.971
SG,DEL,CCU,3,35,1.465
SG,DEL,CCU,4,36,1.82
SG,DEL,CCU,5,38,1.881
SG,DEL,CCU,6,34,2.17
SG,DEL,CCU,7,32,1.993
SG,DEL,CCU,8,37,2.204
SG,DEL,CCU,9,35,1.846
SG,DEL,CCU,10,34,1.931
SG,DEL,CCU,11,32,1.982
SG,DEL,CCU,12,37,2.496
SG,CCU,DEL,1,33,2.106
SG,CCU,DEL,2,34,1.845
SG,CCU,DEL,3,32,1.346
SG,CCU,DEL,4,38,2.067
SG,CCU,DEL,5,36,1.845
SG,CCU,DEL,6,33,1.92
SG,CCU,DEL,7,35,2.106
SG,CCU,DEL,8,33,1.862
SG,CCU,DEL,9,38,2.119
SG,CCU,DEL,10,34,1.735
SG,CCU,DEL,11,32,1.913
SG,CCU,DEL,12,35,2.318
SG,DEL,HYD,1,43,3.695
SG,DEL,HYD,2,44,2.67
SG,DEL,HYD,3,37,1.787
SG,DEL,HYD,4,44,2.205
SG,DEL,HYD,5,38,1.625
SG,DEL,HYD,6,40,2.374
SG,DEL,HYD,7,37,2.17
SG,DEL,HYD,8,37,1.956
SG,DEL,HYD,9,41,2.061
SG,DEL,HYD,10,40,2.126
SG,DEL,HYD,11,42,1.994
SG,DEL,HYD,12,39,2.585
SG,HYD,DEL,1,38,2.252
SG,HYD,DEL,2,39,2.286
SG,HYD,DEL,3,38,1.583
SG,HYD,DEL,4,42,1.846
SG,HYD,DEL,5,42,2.062
SG,HYD,DEL,6,40,2.394
SG,HYD,DEL,7,40,1.943
SG,HYD,DEL,8,43,2.463
SG,HYD,DEL,9,42,1.986
SG,HYD,DEL,10,40,2.102
SG,HYD,DEL,11,43,2.12
SG,HYD,DEL,12,43,2.641
SG,BOM,BLR,1,52,2.16
SG,BOM,BLR,2,58,2.395
SG,BOM,BLR,3,60,2.615
SG,BOM,BLR,4,51,2.267
SG,BOM,BLR,5,57,3.009
SG,BOM,BLR,6,57,3.428
SG,BOM,BLR,7,59,3.805
SG,BOM,BLR,8,54,3.972
SG,BOM,BLR,9,51,3.579
SG,BOM,BLR,10,56,3.178
SG,BOM,BLR,11,51,2.471
SG,BOM,BLR,12,55,2.252
SG,BLR,BOM,1,59,2.481
SG,BLR,BOM,2,60,2.918
SG,BLR,BOM,3,51,2.306
SG,BLR,BOM,4,55,2.92
SG,BLR,BOM,5,52,2.347
SG,BLR,BOM,6,57,4.024
SG,BLR,BOM,7,51,3.686
SG,BLR,BOM,8,50,2.74
SG,BLR,BOM,9,59,3.451
SG,BLR,BOM,10,59,3.054
SG,BLR,BOM,11,52,2.127
SG,BLR,BOM,12,53,2.465
SG,MAA,GOI,1,21,1.14
SG,MAA,GOI,2,22,0.979
SG,MAA,GOI,3,19,0.911
SG,MAA,GOI,4,20,0.982
SG,MAA,GOI,5,20,0.886
SG,MAA,GOI,6,19,1.248
SG,MAA,GOI,7,19,1.388
SG,MAA,GOI,8,22,1.203
SG,MAA,GOI,9,19,1.013
SG,MAA,GOI,10,18,1.22
SG,MAA,GOI,11,18,1.232
SG,MAA,GOI,12,21,1.308
SG,GOI,MAA,1,20,0.873
SG,GOI,MAA,2,22,1.174
SG,GOI,MAA,3,18,0.798
SG,GOI,MAA,4,20,1.053
SG,GOI,MAA,5,22,0.975
SG,GOI,MAA,6,19,1.239
SG,GOI,MAA,7,20,1.496
SG,GOI,MAA,8,19,1.339
SG,GOI,MAA,9,20,1.172
SG,GOI,MAA,10,20,1.086
SG,GOI,MAA,11,22,1.145
SG,GOI,MAA,12,20,1.008
QP,MAA,DEL,1,58,0.917
QP,MAA,DEL,2,62,0.849
QP,MAA,DEL,3,63,0.719
QP,MAA,DEL,4,65,0.593
QP,MAA,DEL,5,62,0.61
QP,MAA,DEL,6,58,0.527
QP,MAA,DEL,7,59,0.548
QP,MAA,DEL,8,63,0.623
QP,MAA,DEL,9,63,0.68
QP,MAA,DEL,10,63,0.815
QP,MAA,DEL,11,56,0.731
QP,MAA,DEL,12,56,0.864
QP,DEL,MAA,1,62,0.947
QP,DEL,MAA,2,64,0.882
QP,DEL,MAA,3,56,0.607
QP,DEL,MAA,4,58,0.598
QP,DEL,MAA,5,59,0.58
QP,DEL,MAA,6,64,0.669
QP,DEL,MAA,7,59,0.669
QP,DEL,MAA,8,56,0.527
QP,DEL,MAA,9,65,0.616
QP,DEL,MAA,10,59,0.783
QP,DEL,MAA,11,58,0.74
QP,DEL,MAA,12,60,1.09
QP,BOM,DEL,1,94,1.46
QP,BOM,DEL,2,87,0.987
QP,BOM,DEL,3,94,0.904
QP,BOM,DEL,4,95,0.94
QP,BOM,DEL,5,82,0.966
QP,BOM,DEL,6,97,1.33
QP,BOM,DEL,7,96,1.608
QP,BOM,DEL,8,94,1.146
QP,BOM,DEL,9,99,1.352
QP,BOM,DEL,10,98,1.082
QP,BOM,DEL,11,96,0.999
QP,BOM,DEL,12,91,1.153
QP,DEL,BOM,1,83,1.263
QP,DEL,BOM,2,96,1.201
QP,DEL,BOM,3,96,0.871
QP,DEL,BOM,4,86,0.917
QP,DEL,BOM,5,86,0.895
QP,DEL,BOM,6,90,1.217
QP,DEL,BOM,7,97,1.239
QP,DEL,BOM,8,86,0.973
QP,DEL,BOM,9,97,1.018
QP,DEL,BOM,10,90,0.883
QP,DEL,BOM,11,93,1.135
QP,DEL,BOM,12,84,1.342
QP,DEL,BLR,1,74,1.27
QP,DEL,BLR,2,66,0.883
QP,DEL,BLR,3,66,0.585
QP,DEL,BLR,4,75,0.686
QP,DEL,BLR,5,69,0.676
QP,DEL,BLR,6,65,0.728
QP,DEL,BLR,7,71,0.699
QP,DEL,BLR,8,73,0.741
QP,DEL,BLR,9,72,0.856
QP,DEL,BLR,10,76,0.812
QP,DEL,BLR,11,71,0.81
QP,DEL,BLR,12,69,1.18
QP,BLR,DEL,1,73,1.147
QP,BLR,DEL,2,76,0.939
QP,BLR,DEL,3,70,0.714
QP,BLR,DEL,4,64,0.73
QP,BLR,DEL,5,71,0.614
QP,BLR,DEL,6,74,0.919
QP,BLR,DEL,7,76,0.837
QP,BLR,DEL,8,68,0.835
QP,BLR,DEL,9,70,0.8
QP,BLR,DEL,10,76,0.864
QP,BLR,DEL,11,74,0.829
QP,BLR,DEL,12,77,1.05
QP,BLR,MAA,1,44,0.398
QP,BLR,MAA,2,43,0.442
QP,BLR,MAA,3,49,0.444
QP,BLR,MAA,4,46,0.482
QP,BLR,MAA,5,44,0.424
QP,BLR,MAA,6,45,0.449
QP,BLR,MAA,7,49,0.598
QP,BLR,MAA,8,44,0.489
QP,BLR,MAA,9,47,0.532
QP,BLR,MAA,10,42,0.458
QP,BLR,MAA,11,46,0.518
QP,BLR,MAA,12,44,0.458
QP,MAA,BLR,1,43,0.502
QP,MAA,BLR,2,47,0.478
QP,MAA,BLR,3,48,0.533
QP,MAA,BLR,4,43,0.455
QP,MAA,BLR,5,48,0.517
QP,MAA,BLR,6,48,0.492
QP,MAA,BLR,7,41,0.462
QP,MAA,BLR,8,45,0.479
QP,MAA,BLR,9,43,0.499
QP,MAA,BLR,10,42,0.589
QP,MAA,BLR,11,44,0.544
QP,MAA,BLR,12,43,0.503
QP,BOM,GOI,1,36,0.413
QP,BOM,GOI,2,40,0.446
QP,BOM,GOI,3,37,0.373
QP,BOM,GOI,4,41,0.459
QP,BOM,GOI,5,42,0.453
QP,BOM,GOI,6,42,0.659
QP,BOM,GOI,7,41,0.718
QP,BOM,GOI,8,43,0.687
QP,BOM,GOI,9,41,0.541
QP,BOM,GOI,10,37,0.334
QP,BOM,GOI,11,42,0.379
QP,BOM,GOI,12,38,0.4
QP,GOI,BOM,1,40,0.373
QP,GOI,BOM,2,42,0.411
QP,GOI,BOM,3,41,0.393
QP,GOI,BOM,4,37,0.39
QP,GOI,BOM,5,40,0.436
QP,GOI,BOM,6,37,0.672
QP,GOI,BOM,7,37,0.581
QP,GOI,BOM,8,39,0.711
QP,GOI,BOM,9,39,0.493
QP,GOI,BOM,10,43,0.495
QP,GOI,BOM,11,38,0.38
QP,GOI,BOM,12,42,0.449
QP,DEL,CCU,1,37,0.565
QP,DEL,CCU,2,34,0.481
QP,DEL,CCU,3,37,0.364
QP,DEL,CCU,4,34,0.312
QP,DEL,CCU,5,37,0.321
QP,DEL,CCU,6,34,0.354
QP,DEL,CCU,7,37,0.471
QP,DEL,CCU,8,35,0.483
QP,DEL,CCU,9,37,0.456
QP,DEL,CCU,10,32,0.408
QP,DEL,CCU,11,36,0.498
QP,DEL,CCU,12,36,0.494
QP,CCU,DEL,1,33,0.475
QP,CCU,DEL,2,34,0.461
QP,CCU,DEL,3,35,0.3
QP,CCU,DEL,4,32,0.288
QP,CCU,DEL,5,35,0.372
QP,CCU,DEL,6,37,0.45
QP,CCU,DEL,7,36,0.457
QP,CCU,DEL,8,36,0.52
QP,CCU,DEL,9,32,0.402
QP,CCU,DEL,10,37,0.51
QP,CCU,DEL,11,37,0.505
QP,CCU,DEL,12,35,0.437
QP,DEL,HYD,1,37,0.641
QP,DEL,HYD,2,38,0.566
QP,DEL,HYD,3,40,0.416
QP,DEL,HYD,4,40,0.344
QP,DEL,HYD,5,40,0.435
QP,DEL,HYD,6,42,0.411
QP,DEL,HYD,7,42,0.423
QP,DEL,HYD,8,36,0.346
QP,DEL,HYD,9,37,0.402
QP,DEL,HYD,10,42,0.416
QP,DEL,HYD,11,41,0.405
QP,DEL,HYD,12,41,0.54
QP,HYD,DEL,1,44,0.644
QP,HYD,DEL,2,36,0.492
QP,HYD,DEL,3,36,0.332
QP,HYD,DEL,4,37,0.315
QP,HYD,DEL,5,39,0.448
QP,HYD,DEL,6,44,0.509
QP,HYD,DEL,7,42,0.483
QP,HYD,DEL,8,41,0.495
QP,HYD,DEL,9,42,0.496
QP,HYD,DEL,10,37,0.4
QP,HYD,DEL,11,39,0.422
QP,HYD,DEL,12,43,0.56
QP,BOM,BLR,1,53,0.483
QP,BOM,BLR,2,60,0.518
QP,BOM,BLR,3,55,0.578
QP,BOM,BLR,4,57,0.636
QP,BOM,BLR,5,54,0.505
QP,BOM,BLR,6,51,0.722
QP,BOM,BLR,7,55,0.808
QP,BOM,BLR,8,51,0.702
QP,BOM,BLR,9,52,0.757
QP,BOM,BLR,10,52,0.467
QP,BOM,BLR,11,52,0.469
QP,BOM,BLR,12,57,0.631
QP,BLR,BOM,1,52,0.491
QP,BLR,BOM,2,57,0.518
QP,BLR,BOM,3,51,0.523
QP,BLR,BOM,4,53,0.472
QP,BLR,BOM,5,52,0.488
QP,BLR,BOM,6,59,0.818
QP,BLR,BOM,7,53,0.796
QP,BLR,BOM,8,50,0.707
QP,BLR,BOM,9,58,0.774
QP,BLR,BOM,10,58,0.654
QP,BLR,BOM,11,52,0.521
QP,BLR,BOM,12,52,0.553
QP,MAA,GOI,1,21,0.198
QP,MAA,GOI,2,19,0.19
QP,MAA,GOI,3,22,0.245
QP,MAA,GOI,4,18,0.165
QP,MAA,GOI,5,21,0.187
QP,MAA,GOI,6,22,0.272
QP,MAA,GOI,7,18,0.222
QP,MAA,GOI,8,19,0.267
QP,MAA,GOI,9,21,0.278
QP,MAA,GOI,10,21,0.256
QP,MAA,GOI,11,22,0.332
QP,MAA,GOI,12,18,0.218
QP,GOI,MAA,1,20,0.219
QP,GOI,MAA,2,19,0.211
QP,GOI,MAA,3,19,0.162
QP,GOI,MAA,4,21,0.233
QP,GOI,MAA,5,20,0.184
QP,GOI,MAA,6,19,0.264
QP,GOI,MAA,7,21,0.273
QP,GOI,MAA,8,20,0.296
QP,GOI,MAA,9,21,0.303
QP,GOI,MAA,10,21,0.271
QP,GOI,MAA,11,20,0.224
QP,GOI,MAA,12,19,0.2
I5,MAA,DEL,1,65,1.654
I5,MAA,DEL,2,60,1.638
I5,MAA,DEL,3,66,1.294
I5,MAA,DEL,4,54,1.194
I5,MAA,DEL,5,57,1.074
I5,MAA,DEL,6,64,1.218
I5,MAA,DEL,7,55,1.065
I5,MAA,DEL,8,57,1.339
I5,MAA,DEL,9,63,1.482
I5,MAA,DEL,10,63,1.664
I5,MAA,DEL,11,59,1.577
I5,MAA,DEL,12,56,1.851
I5,DEL,MAA,1,58,1.757
I5,DEL,MAA,2,64,1.906
I5,DEL,MAA,3,61,1.276
I5,DEL,MAA,4,65,1.246
I5,DEL,MAA,5,56,0.96
I5,DEL,MAA,6,57,1.058
I5,DEL,MAA,7,62,1.166
I5,DEL,MAA,8,55,1.153
I5,DEL,MAA,9,55,1.293
I5,DEL,MAA,10,59,1.523
I5,DEL,MAA,11,55,1.651
I5,DEL,MAA,12,56,1.628
I5,BOM,DEL,1,85,2.292
I5,BOM,DEL,2,93,2.318
I5,BOM,DEL,3,91,1.908
I5,BOM,DEL,4,98,1.768
I5,BOM,DEL,5,84,1.564
I5,BOM,DEL,6,94,2.239
I5,BOM,DEL,7,91,2.921
I5,BOM,DEL,8,89,2.853
I5,BOM,DEL,9,94,2.226
I5,BOM,DEL,10,95,1.782
I5,BOM,DEL,11,96,2.311
I5,BOM,DEL,12,98,2.804
I5,DEL,BOM,1,98,3.023
I5,DEL,BOM,2,82,2.318
I5,DEL,BOM,3,82,1.861
I5,DEL,BOM,4,84,1.575
I5,DEL,BOM,5,85,1.543
I5,DEL,BOM,6,96,2.22
I5,DEL,BOM,7,86,2.339
I5,DEL,BOM,8,97,2.308
I5,DEL,BOM,9,93,2.061
I5,DEL,BOM,10,94,1.813
I5,DEL,BOM,11,86,1.85
I5,DEL,BOM,12,84,2.722
I5,DEL,BLR,1,74,2.379
I5,DEL,BLR,2,65,1.669
I5,DEL,BLR,3,71,1.305
I5,DEL,BLR,4,74,1.648
I5,DEL,BLR,5,67,1.293
I5,DEL,BLR,6,76,1.433
I5,DEL,BLR,7,77,1.86
I5,DEL,BLR,8,73,1.878
I5,DEL,BLR,9,75,1.494
I5,DEL,BLR,10,70,1.456
I5,DEL,BLR,11,74,1.446
I5,DEL,BLR,12,68,2.308
I5,BLR,DEL,1,65,1.669
I5,BLR,DEL,2,64,1.751
I5,BLR,DEL,3,66,1.454
I5,BLR,DEL,4,65,1.477
I5,BLR,DEL,5,63,1.339
I5,BLR,DEL,6,75,1.708
I5,BLR,DEL,7,68,1.703
I5,BLR,DEL,8,75,1.883
I5,BLR,DEL,9,74,1.715
I5,BLR,DEL,10,65,1.271
I5,BLR,DEL,11,66,1.426
I5,BLR,DEL,12,77,2.255
I5,BLR,MAA,1,49,1.104
I5,BLR,MAA,2,49,1.011
I5,BLR,MAA,3,43,0.967
I5,BLR,MAA,4,48,1.048
I5,BLR,MAA,5,44,0.769
I5,BLR,MAA,6,44,0.865
I5,BLR,MAA,7,42,0.913
I5,BLR,MAA,8,47,1.09
I5,BLR,MAA,9,45,1.031
I5,BLR,MAA,10,48,1.11
I5,BLR,MAA,11,45,1.027
I5,BLR,MAA,12,46,0.954
I5,MAA,BLR,1,49,0.937
I5,MAA,BLR,2,42,0.832
I5,MAA,BLR,3,41,0.901
I5,MAA,BLR,4,42,0.87
I5,MAA,BLR,5,47,0.973
I5,MAA,BLR,6,42,0.828
I5,MAA,BLR,7,47,0.926
I5,MAA,BLR,8,42,0.934
I5,MAA,BLR,9,49,0.967
I5,MAA,BLR,10,46,1.065
I5,MAA,BLR,11,45,1.267
I5,MAA,BLR,12,44,1.082
I5,BOM,GOI,1,41,0.796
I5,BOM,GOI,2,38,0.796
I5,BOM,GOI,3,43,0.984
I5,BOM,GOI,4,43,0.981
I5,BOM,GOI,5,37,0.869
I5,BOM,GOI,6,40,1.274
I5,BOM,GOI,7,36,1.238
I5,BOM,GOI,8,44,1.478
I5,BOM,GOI,9,39,1.067
I5,BOM,GOI,10,37,0.87
I5,BOM,GOI,11,38,0.81
I5,BOM,GOI,12,42,0.725
I5,GOI,BOM,1,41,0.911
I5,GOI,BOM,2,43,0.917
I5,GOI,BOM,3,36,0.65
I5,GOI,BOM,4,40,0.826
I5,GOI,BOM,5,37,0.704
I5,GOI,BOM,6,37,1.175
I5,GOI,BOM,7,38,1.292
I5,GOI,BOM,8,36,1.053
I5,GOI,BOM,9,39,0.978
I5,GOI,BOM,10,43,0.878
I5,GOI,BOM,11,37,0.793
I5,GOI,BOM,12,43,0.932
I5,DEL,CCU,1,37,1.193
I5,DEL,CCU,2,32,0.865
I5,DEL,CCU,3,33,0.755
I5,DEL,CCU,4,33,0.724
I5,DEL,CCU,5,34,0.735
I5,DEL,CCU,6,37,0.764
I5,DEL,CCU,7,35,0.92
I5,DEL,CCU,8,34,0.882
I5,DEL,CCU,9,35,0.86
I5,DEL,CCU,10,36,0.84
I5,DEL,CCU,11,37,0.893
I5,DEL,CCU,12,33,0.896
I5,CCU,DEL,1,33,0.799
I5,CCU,DEL,2,32,0.722
I5,CCU,DEL,3,32,0.637
I5,CCU,DEL,4,34,0.702
I5,CCU,DEL,5,33,0.676
I5,CCU,DEL,6,32,0.815
I5,CCU,DEL,7,36,0.95
I5,CCU,DEL,8,32,0.871
I5,CCU,DEL,9,34,0.869
I5,CCU,DEL,10,38,0.815
I5,CCU,DEL,11,34,0.967
I5,CCU,DEL,12,33,0.789
I5,DEL,HYD,1,42,1.224
I5,DEL,HYD,2,38,0.979
I5,DEL,HYD,3,39,0.86
I5,DEL,HYD,4,43,0.953
I5,DEL,HYD,5,37,0.719
I5,DEL,HYD,6,37,0.779
I5,DEL,HYD,7,39,0.873
I5,DEL,HYD,8,37,0.858
I5,DEL,HYD,9,41,0.897
I5,DEL,HYD,10,39,0.703
I5,DEL,HYD,11,41,0.782
I5,DEL,HYD,12,40,1.393
I5,HYD,DEL,1,44,1.049
I5,HYD,DEL,2,43,1.111
I5,HYD,DEL,3,41,0.771
I5,HYD,DEL,4,37,0.776
I5,HYD,DEL,5,38,0.806
I5,HYD,DEL,6,43,1.083
I5,HYD,DEL,7,38,0.957
I5,HYD,DEL,8,42,0.857
I5,HYD,DEL,9,42,0.756
I5,HYD,DEL,10,37,0.784
I5,HYD,DEL,11,42,1.017
I5,HYD,DEL,12,40,0.985
I5,BOM,BLR,1,54,1.076
I5,BOM,BLR,2,51,0.882
I5,BOM,BLR,3,54,1.185
I5,BOM,BLR,4,59,1.102
I5,BOM,BLR,5,56,1.27
I5,BOM,BLR,6,56,1.367
I5,BOM,BLR,7,60,1.816
I5,BOM,BLR,8,59,1.64
I5,BOM,BLR,9,52,1.342
I5,BOM,BLR,10,56,1.28
I5,BOM,BLR,11,54,1.235
I5,BOM,BLR,12,53,0.944
I5,BLR,BOM,1,52,1.0
I5,BLR,BOM,2,50,1.123
I5,BLR,BOM,3,57,1.161
I5,BLR,BOM,4,50,0.998
I5,BLR,BOM,5,52,0.959
I5,BLR,BOM,6,50,1.336
I5,BLR,BOM,7,51,1.43
I5,BLR,BOM,8,50,1.499
I5,BLR,BOM,9,52,1.218
I5,BLR,BOM,10,56,1.004
I5,BLR,BOM,11,57,1.159
I5,BLR,BOM,12,58,1.048
I5,MAA,GOI,1,22,0.458
I5,MAA,GOI,2,22,0.457
I5,MAA,GOI,3,20,0.352
I5,MAA,GOI,4,22,0.421
I5,MAA,GOI,5,21,0.469
I5,MAA,GOI,6,19,0.453
I5,MAA,GOI,7,19,0.47
I5,MAA,GOI,8,18,0.476
I5,MAA,GOI,9,21,0.534
I5,MAA,GOI,10,20,0.456
I5,MAA,GOI,11,21,0.524
I5,MAA,GOI,12,18,0.421
I5,GOI,MAA,1,21,0.402
I5,GOI,MAA,2,19,0.425
I5,GOI,MAA,3,20,0.345
I5,GOI,MAA,4,21,0.42
I5,GOI,MAA,5,19,0.379
I5,GOI,MAA,6,21,0.606
I5,GOI,MAA,7,22,0.68
I5,GOI,MAA,8,19,0.589
I5,GOI,MAA,9,21,0.623
I5,GOI,MAA,10,21,0.478
I5,GOI,MAA,11,21,0.466
I5,GOI,MAA,12,21,0.454
BA,DEL,LHR,1,14,0.405
BA,DEL,LHR,2,13,0.294
BA,DEL,LHR,3,13,0.226
BA,DEL,LHR,4,15,0.222
BA,DEL,LHR,5,13,0.221
BA,DEL,LHR,6,14,0.22
BA,DEL,LHR,7,14,0.194
BA,DEL,LHR,8,14,0.226
BA,DEL,LHR,9,14,0.219
BA,DEL,LHR,10,13,0.198
BA,DEL,LHR,11,15,0.278
BA,DEL,LHR,12,15,0.377
BA,LHR,DEL,1,14,0.372
BA,LHR,DEL,2,13,0.285
BA,LHR,DEL,3,14,0.21
BA,LHR,DEL,4,15,0.256
BA,LHR,DEL,5,15,0.2
BA,LHR,DEL,6,14,0.229
BA,LHR,DEL,7,14,0.214
BA,LHR,DEL,8,15,0.22
BA,LHR,DEL,9,14,0.2
BA,LHR,DEL,10,15,0.205
BA,LHR,DEL,11,15,0.236
BA,LHR,DEL,12,13,0.314
EK,DEL,LHR,1,15,0.3
EK,DEL,LHR,2,15,0.274
EK,DEL,LHR,3,13,0.17
EK,DEL,LHR,4,14,0.145
EK,DEL,LHR,5,15,0.182
EK,DEL,LHR,6,14,0.174
EK,DEL,LHR,7,13,0.183
EK,DEL,LHR,8,14,0.175
EK,DEL,LHR,9,14,0.162
EK,DEL,LHR,10,13,0.152
EK,DEL,LHR,11,14,0.18
EK,DEL,LHR,12,14,0.295
EK,LHR,DEL,1,15,0.309
EK,LHR,DEL,2,13,0.201
EK,LHR,DEL,3,15,0.197
EK,LHR,DEL,4,13,0.145
EK,LHR,DEL,5,15,0.174
EK,LHR,DEL,6,15,0.174
EK,LHR,DEL,7,14,0.153
EK,LHR,DEL,8,14,0.175
EK,LHR,DEL,9,15,0.194
EK,LHR,DEL,10,13,0.135
EK,LHR,DEL,11,14,0.207
EK,LHR,DEL,12,14,0.266
LH,DEL,LHR,1,14,0.425
LH,DEL,LHR,2,13,0.296
LH,DEL,LHR,3,15,0.258
LH,DEL,LHR,4,14,0.24
LH,DEL,LHR,5,14,0.245
LH,DEL,LHR,6,13,0.245
LH,DEL,LHR,7,13,0.261
LH,DEL,LHR,8,14,0.238
LH,DEL,LHR,9,15,0.243
LH,DEL,LHR,10,13,0.252
LH,DEL,LHR,11,13,0.239
LH,DEL,LHR,12,14,0.357
LH,LHR,DEL,1,15,0.337
LH,LHR,DEL,2,13,0.266
LH,LHR,DEL,3,15,0.301
LH,LHR,DEL,4,14,0.237
LH,LHR,DEL,5,14,0.262
LH,LHR,DEL,6,15,0.243
LH,LHR,DEL,7,14,0.227
LH,LHR,DEL,8,13,0.249
LH,LHR,DEL,9,13,0.19
LH,LHR,DEL,10,15,0.233
LH,LHR,DEL,11,13,0.263
LH,LHR,DEL,12,14,0.412
SQ,DEL,LHR,1,14,0.223
SQ,DEL,LHR,2,14,0.214
SQ,DEL,LHR,3,15,0.153
SQ,DEL,LHR,4,13,0.122
SQ,DEL,LHR,5,15,0.162
SQ,DEL,LHR,6,13,0.144
SQ,DEL,LHR,7,14,0.168
SQ,DEL,LHR,8,15,0.138
SQ,DEL,LHR,9,15,0.15
SQ,DEL,LHR,10,15,0.161
SQ,DEL,LHR,11,15,0.176
SQ,DEL,LHR,12,13,0.192
SQ,LHR,DEL,1,14,0.23
SQ,LHR,DEL,2,14,0.204
SQ,LHR,DEL,3,14,0.152
SQ,LHR,DEL,4,14,0.137
SQ,LHR,DEL,5,13,0.148
SQ,LHR,DEL,6,14,0.126
SQ,LHR,DEL,7,15,0.177
SQ,LHR,DEL,8,14,0.137
SQ,LHR,DEL,9,15,0.129
SQ,LHR,DEL,10,14,0.133
SQ,LHR,DEL,11,15,0.191
SQ,LHR,DEL,12,14,0.209
QR,DEL,LHR,1,15,0.335
QR,DEL,LHR,2,13,0.256
QR,DEL,LHR,3,15,0.229
QR,DEL,LHR,4,14,0.182
QR,DEL,LHR,5,13,0.178
QR,DEL,LHR,6,13,0.148
QR,DEL,LHR,7,14,0.21
QR,DEL,LHR,8,14,0.215
QR,DEL,LHR,9,14,0.161
QR,DEL,LHR,10,14,0.174
QR,DEL,LHR,11,15,0.217
QR,DEL,LHR,12,13,0.295
QR,LHR,DEL,1,13,0.298
QR,LHR,DEL,2,15,0.25
QR,LHR,DEL,3,15,0.227
QR,LHR,DEL,4,15,0.186
QR,LHR,DEL,5,14,0.189
QR,LHR,DEL,6,14,0.177
QR,LHR,DEL,7,15,0.183
QR,LHR,DEL,8,13,0.152
QR,LHR,DEL,9,15,0.187
QR,LHR,DEL,10,13,0.168
QR,LHR,DEL,11,14,0.21
QR,LHR,DEL,12,14,0.254
AF,DEL,LHR,1,13,0.439
AF,DEL,LHR,2,14,0.317
AF,DEL,LHR,3,13,0.269
AF,DEL,LHR,4,14,0.285
AF,DEL,LHR,5,14,0.275
AF,DEL,LHR,6,14,0.237
AF,DEL,LHR,7,14,0.245
AF,DEL,LHR,8,13,0.216
AF,DEL,LHR,9,14,0.229
AF,DEL,LHR,10,15,0.278
AF,DEL,LHR,11,13,0.266
AF,DEL,LHR,12,14,0.425
AF,LHR,DEL,1,13,0.378
AF,LHR,DEL,2,13,0.308
AF,LHR,DEL,3,14,0.234
AF,LHR,DEL,4,13,0.2
AF,LHR,DEL,5,14,0.232
AF,LHR,DEL,6,13,0.237
AF,LHR,DEL,7,15,0.261
AF,LHR,DEL,8,15,0.265
AF,LHR,DEL,9,14,0.283
AF,LHR,DEL,10,15,0.247
AF,LHR,DEL,11,13,0.221
AF,LHR,DEL,12,15,0.442
